Country Name,Country Code,Series,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
French Polynesia,PYF,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
French Polynesia,PYF,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
French Polynesia,PYF,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
French Polynesia,PYF,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
French Polynesia,PYF,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Gabon,GAB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Gabon,GAB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Gabon,GAB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Gabon,GAB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Gabon,GAB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Gabon,GAB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Gabon,GAB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,204631,..,..
"Gambia, The",GMB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
"Gambia, The",GMB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,29.70354,..,39.51919,..,..
"Gambia, The",GMB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
"Gambia, The",GMB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
"Gambia, The",GMB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
"Gambia, The",GMB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
"Gambia, The",GMB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Georgia,GEO,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,382.663606351912,..,..
Georgia,GEO,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,544.17531,580.59135,..,..,..
Georgia,GEO,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Georgia,GEO,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Georgia,GEO,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Georgia,GEO,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Georgia,GEO,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,20603,..,..,..
Germany,DEU,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,502.9889028235,..,..
Germany,DEU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,167800.23951,..,..,..,..
Germany,DEU,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,63865.7504732827,70748.6022954358,..,..
Germany,DEU,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,56534.6952501244,60507.1679281012,..,..
Germany,DEU,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Germany,DEU,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,63554.6584983193,67163.1784084467,..,..
Germany,DEU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Ghana,GHA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Ghana,GHA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,2468.19258,2134.49098,2615.33564,..,..
Ghana,GHA,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Ghana,GHA,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Ghana,GHA,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Ghana,GHA,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Ghana,GHA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,3893564,..,..
Gibraltar,GIB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Gibraltar,GIB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Gibraltar,GIB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Gibraltar,GIB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Gibraltar,GIB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Gibraltar,GIB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Gibraltar,GIB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Global Partnership for Education,FTI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Global Partnership for Education,FTI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Global Partnership for Education,FTI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Global Partnership for Education,FTI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Global Partnership for Education,FTI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Global Partnership for Education,FTI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Global Partnership for Education,FTI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,331910317,333486668,338827465,..,..
Greece,GRC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,451.632741646629,..,..
Greece,GRC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Greece,GRC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,19374.297711278,19825.3781179507,..,..
Greece,GRC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,19374.297711278,19825.3781179507,..,..
Greece,GRC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,19374.297711278,19825.3781179507,..,..
Greece,GRC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,19374.297711278,19825.3781179507,..,..
Greece,GRC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,186626,..,..
Greenland,GRL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Greenland,GRL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Greenland,GRL,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Greenland,GRL,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Greenland,GRL,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Greenland,GRL,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Greenland,GRL,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Grenada,GRD,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Grenada,GRD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,35.72697,..,..,..
Grenada,GRD,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Grenada,GRD,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Grenada,GRD,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Grenada,GRD,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Grenada,GRD,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Guam,GUM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Guam,GUM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Guam,GUM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Guam,GUM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Guam,GUM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Guam,GUM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Guam,GUM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Guatemala,GTM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Guatemala,GTM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,1945.10991,2113.8673,2296.59094,..,..
Guatemala,GTM,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Guatemala,GTM,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Guatemala,GTM,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Guatemala,GTM,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Guatemala,GTM,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Guinea,GIN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Guinea,GIN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,218.9419,239.57588,282.71334,..,..
Guinea,GIN,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Guinea,GIN,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Guinea,GIN,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Guinea,GIN,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Guinea,GIN,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Guinea-Bissau,GNB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Guinea-Bissau,GNB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Guinea-Bissau,GNB,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Guinea-Bissau,GNB,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Guinea-Bissau,GNB,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Guinea-Bissau,GNB,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Guinea-Bissau,GNB,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Guyana,GUY,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Guyana,GUY,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,212.37888,221.49193,212.5976,..,..
Guyana,GUY,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Guyana,GUY,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Guyana,GUY,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Guyana,GUY,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Guyana,GUY,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
Haiti,HTI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Haiti,HTI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,195.36838,226.16823,268.54054,..,..
Haiti,HTI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Haiti,HTI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Haiti,HTI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Haiti,HTI,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Haiti,HTI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,2740639,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,161986037,163440474,166580025,..,..
High income,HIC,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..,..,..
High income,HIC,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..
High income,HIC,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..
High income,HIC,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..
High income,HIC,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..
High income,HIC,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary,OECD.TSAL.2.E0,..,..,..,..,..
High income,HIC,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..
